Cat	Human	Pig	Rabbit	Rat	Dog	Sheep
ENSFCAG00000009618_Cat(Cat)	ENSG00000129255_Human(Human)	ENSSSCG00000017955_Pig(Pig)	ENSOCUG00000010389_Rabbit(Rabbit)	ENSRNOG00000012162_Rat(Rat)	ENSCAFG00000016651_Dog(Dog)	ENSOARG00000014787_Sheep(Sheep)
ENSFCAG00000037847_Cat(Cat)	ENSG00000141504_Human(Human)	ENSSSCG00000017952_Pig(Pig)	ENSOCUG00000002563_Rabbit(Rabbit)	ENSRNOG00000011714_Rat(Rat)	ENSCAFG00000016670_Dog(Dog)	ENSOARG00000015146_Sheep(Sheep)
ENSFCAG00000009807_Cat(Cat)	ENSG00000196118_Human(Human)	ENSSSCG00000007778_Pig(Pig)	ENSOCUG00000013934_Rabbit(Rabbit)	ENSRNOG00000053015_Rat(Rat)	ENSCAFG00000016671_Dog(Dog)	ENSOARG00000007568_Sheep(Sheep)
ENSFCAG00000009621_Cat(Cat)	ENSG00000129214_Human(Human)	ENSSSCG00000034791_Pig(Pig)	ENSOCUG00000002566_Rabbit(Rabbit)	ENSRNOG00000011357_Rat(Rat)	ENSCAFG00000016692_Dog(Dog)	ENSOARG00000015191_Sheep(Sheep)
ENSFCAG00000009622_Cat(Cat)	ENSG00000129244_Human(Human)	ENSSSCG00000017951_Pig(Pig)	ENSOCUG00000002988_Rabbit(Rabbit)	ENSRNOG00000011227_Rat(Rat)	ENSCAFG00000016703_Dog(Dog)	ENSOARG00000015381_Sheep(Sheep)
ENSFCAG00000042827_Cat(Cat)	ENSG00000150281_Human(Human)	ENSSSCG00000007774_Pig(Pig)	ENSOCUG00000005688_Rabbit(Rabbit)	ENSRNOG00000018962_Rat(Rat)	ENSCAFG00000016723_Dog(Dog)	ENSOARG00000008040_Sheep(Sheep)
ENSFCAG00000002588_Cat(Cat)	ENSG00000099381_Human(Human)	ENSSSCG00000007782_Pig(Pig)	ENSOCUG00000022182_Rabbit(Rabbit)	ENSRNOG00000055028_Rat(Rat)	ENSCAFG00000016758_Dog(Dog)	ENSOARG00000008207_Sheep(Sheep)
ENSFCAG00000030459_Cat(Cat)	ENSG00000103496_Human(Human)	ENSSSCG00000007768_Pig(Pig)	ENSOCUG00000014370_Rabbit(Rabbit)	ENSRNOG00000019302_Rat(Rat)	ENSCAFG00000016787_Dog(Dog)	ENSOARG00000008331_Sheep(Sheep)
ENSFCAG00000029684_Cat(Cat)	ENSG00000167397_Human(Human)	ENSSSCG00000035364_Pig(Pig)	ENSOCUG00000002289_Rabbit(Rabbit)	ENSRNOG00000050828_Rat(Rat)	ENSCAFG00000016799_Dog(Dog)	ENSOARG00000008543_Sheep(Sheep)
ENSFCAG00000011790_Cat(Cat)	ENSG00000132677_Human(Human)	ENSSSCG00000035121_Pig(Pig)	ENSOCUG00000016130_Rabbit(Rabbit)	ENSRNOG00000019412_Rat(Rat)	ENSCAFG00000016811_Dog(Dog)	ENSOARG00000005951_Sheep(Sheep)
ENSFCAG00000002605_Cat(Cat)	ENSG00000103510_Human(Human)	ENSSSCG00000031247_Pig(Pig)	ENSOCUG00000002300_Rabbit(Rabbit)	ENSRNOG00000019585_Rat(Rat)	ENSCAFG00000016838_Dog(Dog)	ENSOARG00000008744_Sheep(Sheep)
ENSFCAG00000008136_Cat(Cat)	ENSG00000187105_Human(Human)	ENSSSCG00000021676_Pig(Pig)	ENSOCUG00000005994_Rabbit(Rabbit)	ENSRNOG00000038183_Rat(Rat)	ENSCAFG00000016840_Dog(Dog)	ENSOARG00000000504_Sheep(Sheep)
ENSFCAG00000012218_Cat(Cat)	ENSG00000176903_Human(Human)	ENSSSCG00000002346_Pig(Pig)	ENSOCUG00000007289_Rabbit(Rabbit)	ENSRNOG00000010553_Rat(Rat)	ENSCAFG00000016861_Dog(Dog)	ENSOARG00000017487_Sheep(Sheep)
ENSFCAG00000006342_Cat(Cat)	ENSG00000140691_Human(Human)	ENSSSCG00000025245_Pig(Pig)	ENSOCUG00000010896_Rabbit(Rabbit)	ENSRNOG00000019935_Rat(Rat)	ENSCAFG00000016892_Dog(Dog)	ENSOARG00000009484_Sheep(Sheep)
ENSFCAG00000008945_Cat(Cat)	ENSG00000140682_Human(Human)	ENSSSCG00000035952_Pig(Pig)	ENSOCUG00000010900_Rabbit(Rabbit)	ENSRNOG00000019965_Rat(Rat)	ENSCAFG00000016896_Dog(Dog)	ENSOARG00000009529_Sheep(Sheep)
ENSFCAG00000009631_Cat(Cat)	ENSG00000170037_Human(Human)	ENSSSCG00000017968_Pig(Pig)	ENSOCUG00000017335_Rabbit(Rabbit)	ENSRNOG00000008270_Rat(Rat)	ENSCAFG00000016900_Dog(Dog)	ENSOARG00000018387_Sheep(Sheep)
ENSFCAG00000029973_Cat(Cat)	ENSG00000140688_Human(Human)	ENSSSCG00000007753_Pig(Pig)	ENSOCUG00000009793_Rabbit(Rabbit)	ENSRNOG00000020144_Rat(Rat)	ENSCAFG00000016936_Dog(Dog)	ENSOARG00000009760_Sheep(Sheep)
ENSFCAG00000010216_Cat(Cat)	ENSG00000169217_Human(Human)	ENSSSCG00000007791_Pig(Pig)	ENSOCUG00000004129_Rabbit(Rabbit)	ENSRNOG00000017201_Rat(Rat)	ENSCAFG00000016943_Dog(Dog)	ENSOARG00000005865_Sheep(Sheep)
ENSFCAG00000031694_Cat(Cat)	ENSG00000167371_Human(Human)	ENSSSCG00000027970_Pig(Pig)	ENSOCUG00000012883_Rabbit(Rabbit)	ENSRNOG00000029366_Rat(Rat)	ENSCAFG00000016965_Dog(Dog)	ENSOARG00000005482_Sheep(Sheep)
ENSFCAG00000025598_Cat(Cat)	ENSG00000174943_Human(Human)	ENSSSCG00000040888_Pig(Pig)	ENSOCUG00000017636_Rabbit(Rabbit)	ENSRNOG00000020010_Rat(Rat)	ENSCAFG00000017014_Dog(Dog)	ENSOARG00000005030_Sheep(Sheep)
ENSFCAG00000028614_Cat(Cat)	ENSG00000179085_Human(Human)	ENSSSCG00000006528_Pig(Pig)	ENSOCUG00000004560_Rabbit(Rabbit)	ENSRNOG00000029077_Rat(Rat)	ENSCAFG00000017056_Dog(Dog)	ENSOARG00000006665_Sheep(Sheep)
ENSFCAG00000014165_Cat(Cat)	ENSG00000149929_Human(Human)	ENSSSCG00000030122_Pig(Pig)	ENSOCUG00000014134_Rabbit(Rabbit)	ENSRNOG00000029061_Rat(Rat)	ENSCAFG00000017059_Dog(Dog)	ENSOARG00000004591_Sheep(Sheep)
ENSFCAG00000000483_Cat(Cat)	ENSG00000104907_Human(Human)	ENSSSCG00000013744_Pig(Pig)	ENSOCUG00000021934_Rabbit(Rabbit)	ENSRNOG00000002914_Rat(Rat)	ENSCAFG00000017070_Dog(Dog)	ENSOARG00000009397_Sheep(Sheep)
ENSFCAG00000014807_Cat(Cat)	ENSG00000147166_Human(Human)	ENSSSCG00000022209_Pig(Pig)	ENSOCUG00000016643_Rabbit(Rabbit)	ENSRNOG00000003596_Rat(Rat)	ENSCAFG00000017081_Dog(Dog)	ENSOARG00000017041_Sheep(Sheep)
ENSFCAG00000014171_Cat(Cat)	ENSG00000149923_Human(Human)	ENSSSCG00000036817_Pig(Pig)	ENSOCUG00000006335_Rabbit(Rabbit)	ENSRNOG00000019813_Rat(Rat)	ENSCAFG00000017089_Dog(Dog)	ENSOARG00000004100_Sheep(Sheep)
ENSFCAG00000023693_Cat(Cat)	ENSG00000125931_Human(Human)	ENSSSCG00000012409_Pig(Pig)	ENSOCUG00000013315_Rabbit(Rabbit)	ENSRNOG00000003189_Rat(Rat)	ENSCAFG00000017153_Dog(Dog)	ENSOARG00000017769_Sheep(Sheep)
ENSFCAG00000027807_Cat(Cat)	ENSG00000168488_Human(Human)	ENSSSCG00000021845_Pig(Pig)	ENSOCUG00000002677_Rabbit(Rabbit)	ENSRNOG00000018686_Rat(Rat)	ENSCAFG00000017174_Dog(Dog)	ENSOARG00000002503_Sheep(Sheep)
ENSFCAG00000003103_Cat(Cat)	ENSG00000178952_Human(Human)	ENSSSCG00000007803_Pig(Pig)	ENSOCUG00000002683_Rabbit(Rabbit)	ENSRNOG00000018604_Rat(Rat)	ENSCAFG00000017216_Dog(Dog)	ENSOARG00000002357_Sheep(Sheep)
ENSFCAG00000003104_Cat(Cat)	ENSG00000178188_Human(Human)	ENSSSCG00000007804_Pig(Pig)	ENSOCUG00000026940_Rabbit(Rabbit)	ENSRNOG00000049181_Rat(Rat)	ENSCAFG00000017219_Dog(Dog)	ENSOARG00000002299_Sheep(Sheep)
ENSFCAG00000000466_Cat(Cat)	ENSG00000132004_Human(Human)	ENSSSCG00000013725_Pig(Pig)	ENSOCUG00000026505_Rabbit(Rabbit)	ENSRNOG00000004212_Rat(Rat)	ENSCAFG00000017235_Dog(Dog)	ENSOARG00000011977_Sheep(Sheep)
ENSFCAG00000037204_Cat(Cat)	ENSG00000123154_Human(Human)	ENSSSCG00000013722_Pig(Pig)	ENSOCUG00000005834_Rabbit(Rabbit)	ENSRNOG00000004287_Rat(Rat)	ENSCAFG00000017249_Dog(Dog)	ENSOARG00000012229_Sheep(Sheep)
ENSFCAG00000003106_Cat(Cat)	ENSG00000177548_Human(Human)	ENSSSCG00000007806_Pig(Pig)	ENSOCUG00000024487_Rabbit(Rabbit)	ENSRNOG00000018462_Rat(Rat)	ENSCAFG00000017300_Dog(Dog)	ENSOARG00000001825_Sheep(Sheep)
ENSFCAG00000004913_Cat(Cat)	ENSG00000187266_Human(Human)	ENSSSCG00000013618_Pig(Pig)	ENSOCUG00000015702_Rabbit(Rabbit)	ENSRNOG00000012619_Rat(Rat)	ENSCAFG00000017411_Dog(Dog)	ENSOARG00000018299_Sheep(Sheep)
ENSFCAG00000022515_Cat(Cat)	ENSG00000109047_Human(Human)	ENSSSCG00000037991_Pig(Pig)	ENSOCUG00000015504_Rabbit(Rabbit)	ENSRNOG00000003633_Rat(Rat)	ENSCAFG00000017451_Dog(Dog)	ENSOARG00000005387_Sheep(Sheep)
ENSFCAG00000014063_Cat(Cat)	ENSG00000196420_Human(Human)	ENSSSCG00000006577_Pig(Pig)	ENSOCUG00000008640_Rabbit(Rabbit)	ENSRNOG00000011748_Rat(Rat)	ENSCAFG00000017552_Dog(Dog)	ENSOARG00000000623_Sheep(Sheep)
ENSFCAG00000045120_Cat(Cat)	ENSG00000142444_Human(Human)	ENSSSCG00000013635_Pig(Pig)	ENSOCUG00000003385_Rabbit(Rabbit)	ENSRNOG00000009255_Rat(Rat)	ENSCAFG00000017610_Dog(Dog)	ENSOARG00000017369_Sheep(Sheep)
ENSFCAG00000032603_Cat(Cat)	ENSG00000099203_Human(Human)	ENSSSCG00000038623_Pig(Pig)	ENSOCUG00000015317_Rabbit(Rabbit)	ENSRNOG00000008037_Rat(Rat)	ENSCAFG00000017631_Dog(Dog)	ENSOARG00000017219_Sheep(Sheep)
ENSFCAG00000026397_Cat(Cat)	ENSG00000198908_Human(Human)	ENSSSCG00000012520_Pig(Pig)	ENSOCUG00000013059_Rabbit(Rabbit)	ENSRNOG00000003191_Rat(Rat)	ENSCAFG00000017782_Dog(Dog)	ENSOARG00000002194_Sheep(Sheep)
ENSFCAG00000002003_Cat(Cat)	ENSG00000270379_Human(Human)	ENSSSCG00000017706_Pig(Pig)	ENSOCUG00000002842_Rabbit(Rabbit)	ENSRNOG00000037100_Rat(Rat)	ENSCAFG00000018172_Dog(Dog)	ENSOARG00000005148_Sheep(Sheep)
ENSFCAG00000012493_Cat(Cat)	ENSG00000182508_Human(Human)	ENSSSCG00000012590_Pig(Pig)	ENSOCUG00000013710_Rabbit(Rabbit)	ENSRNOG00000027601_Rat(Rat)	ENSCAFG00000018215_Dog(Dog)	ENSOARG00000017500_Sheep(Sheep)
ENSFCAG00000000252_Cat(Cat)	ENSG00000073598_Human(Human)	ENSSSCG00000021617_Pig(Pig)	ENSOCUG00000014306_Rabbit(Rabbit)	ENSRNOG00000008264_Rat(Rat)	ENSCAFG00000018291_Dog(Dog)	ENSOARG00000007345_Sheep(Sheep)
ENSFCAG00000001602_Cat(Cat)	ENSG00000182566_Human(Human)	ENSSSCG00000039007_Pig(Pig)	ENSOCUG00000016293_Rabbit(Rabbit)	ENSRNOG00000054013_Rat(Rat)	ENSCAFG00000018312_Dog(Dog)	ENSOARG00000002587_Sheep(Sheep)
ENSFCAG00000000913_Cat(Cat)	ENSG00000141316_Human(Human)	ENSSSCG00000017726_Pig(Pig)	ENSOCUG00000010792_Rabbit(Rabbit)	ENSRNOG00000006994_Rat(Rat)	ENSCAFG00000018355_Dog(Dog)	ENSOARG00000009852_Sheep(Sheep)
ENSFCAG00000038222_Cat(Cat)	ENSG00000152760_Human(Human)	ENSSSCG00000031352_Pig(Pig)	ENSOCUG00000004662_Rabbit(Rabbit)	ENSRNOG00000023100_Rat(Rat)	ENSCAFG00000018561_Dog(Dog)	ENSOARG00000010702_Sheep(Sheep)
ENSFCAG00000012514_Cat(Cat)	ENSG00000205744_Human(Human)	ENSSSCG00000013546_Pig(Pig)	ENSOCUG00000010627_Rabbit(Rabbit)	ENSRNOG00000046050_Rat(Rat)	ENSCAFG00000018636_Dog(Dog)	ENSOARG00000005599_Sheep(Sheep)
ENSFCAG00000012510_Cat(Cat)	ENSG00000125652_Human(Human)	ENSSSCG00000024254_Pig(Pig)	ENSOCUG00000006905_Rabbit(Rabbit)	ENSRNOG00000047089_Rat(Rat)	ENSCAFG00000018693_Dog(Dog)	ENSOARG00000006195_Sheep(Sheep)
ENSFCAG00000015603_Cat(Cat)	ENSG00000174898_Human(Human)	ENSSSCG00000013527_Pig(Pig)	ENSOCUG00000022592_Rabbit(Rabbit)	ENSRNOG00000048818_Rat(Rat)	ENSCAFG00000018769_Dog(Dog)	ENSOARG00000007242_Sheep(Sheep)
ENSFCAG00000000514_Cat(Cat)	ENSG00000205838_Human(Human)	ENSSSCG00000016825_Pig(Pig)	ENSOCUG00000022075_Rabbit(Rabbit)	ENSRNOG00000055986_Rat(Rat)	ENSCAFG00000018809_Dog(Dog)	ENSOARG00000011633_Sheep(Sheep)
ENSFCAG00000011149_Cat(Cat)	ENSG00000162598_Human(Human)	ENSSSCG00000003823_Pig(Pig)	ENSOCUG00000016077_Rabbit(Rabbit)	ENSRNOG00000026169_Rat(Rat)	ENSCAFG00000018869_Dog(Dog)	ENSOARG00000008830_Sheep(Sheep)
ENSFCAG00000003985_Cat(Cat)	ENSG00000184313_Human(Human)	ENSSSCG00000003845_Pig(Pig)	ENSOCUG00000008107_Rabbit(Rabbit)	ENSRNOG00000058870_Rat(Rat)	ENSCAFG00000019006_Dog(Dog)	ENSOARG00000007404_Sheep(Sheep)
ENSFCAG00000004566_Cat(Cat)	ENSG00000166246_Human(Human)	ENSSSCG00000007935_Pig(Pig)	ENSOCUG00000027662_Rabbit(Rabbit)	ENSRNOG00000028075_Rat(Rat)	ENSCAFG00000019195_Dog(Dog)	ENSOARG00000003813_Sheep(Sheep)
ENSFCAG00000004037_Cat(Cat)	ENSG00000185825_Human(Human)	ENSSSCG00000012772_Pig(Pig)	ENSOCUG00000017921_Rabbit(Rabbit)	ENSRNOG00000055756_Rat(Rat)	ENSCAFG00000019245_Dog(Dog)	ENSOARG00000007184_Sheep(Sheep)
ENSFCAG00000007277_Cat(Cat)	ENSG00000162069_Human(Human)	ENSSSCG00000020895_Pig(Pig)	ENSOCUG00000017209_Rabbit(Rabbit)	ENSRNOG00000003457_Rat(Rat)	ENSCAFG00000019312_Dog(Dog)	ENSOARG00000001019_Sheep(Sheep)
ENSFCAG00000007275_Cat(Cat)	ENSG00000131652_Human(Human)	ENSSSCG00000023315_Pig(Pig)	ENSOCUG00000023517_Rabbit(Rabbit)	ENSRNOG00000003497_Rat(Rat)	ENSCAFG00000019317_Dog(Dog)	ENSOARG00000000909_Sheep(Sheep)
ENSFCAG00000007272_Cat(Cat)	ENSG00000127564_Human(Human)	ENSSSCG00000029264_Pig(Pig)	ENSOCUG00000017181_Rabbit(Rabbit)	ENSRNOG00000003657_Rat(Rat)	ENSCAFG00000019338_Dog(Dog)	ENSOARG00000000736_Sheep(Sheep)
ENSFCAG00000039046_Cat(Cat)	ENSG00000162073_Human(Human)	ENSSSCG00000026248_Pig(Pig)	ENSOCUG00000027620_Rabbit(Rabbit)	ENSRNOG00000003721_Rat(Rat)	ENSCAFG00000019340_Dog(Dog)	ENSOARG00000000676_Sheep(Sheep)
ENSFCAG00000018802_Cat(Cat)	ENSG00000131650_Human(Human)	ENSSSCG00000035052_Pig(Pig)	ENSOCUG00000017175_Rabbit(Rabbit)	ENSRNOG00000004122_Rat(Rat)	ENSCAFG00000019341_Dog(Dog)	ENSOARG00000000662_Sheep(Sheep)
ENSFCAG00000023652_Cat(Cat)	ENSG00000102125_Human(Human)	ENSSSCG00000039655_Pig(Pig)	ENSOCUG00000000885_Rabbit(Rabbit)	ENSRNOG00000053023_Rat(Rat)	ENSCAFG00000019568_Dog(Dog)	ENSOARG00000004850_Sheep(Sheep)
ENSFCAG00000025607_Cat(Cat)	ENSG00000102178_Human(Human)	ENSSSCG00000037387_Pig(Pig)	ENSOCUG00000022433_Rabbit(Rabbit)	ENSRNOG00000053061_Rat(Rat)	ENSCAFG00000019590_Dog(Dog)	ENSOARG00000004256_Sheep(Sheep)
ENSFCAG00000035237_Cat(Cat)	ENSG00000071889_Human(Human)	ENSSSCG00000028934_Pig(Pig)	ENSOCUG00000015663_Rabbit(Rabbit)	ENSRNOG00000060623_Rat(Rat)	ENSCAFG00000019592_Dog(Dog)	ENSOARG00000004248_Sheep(Sheep)
ENSFCAG00000029840_Cat(Cat)	ENSG00000269335_Human(Human)	ENSSSCG00000012825_Pig(Pig)	ENSOCUG00000007873_Rabbit(Rabbit)	ENSRNOG00000060936_Rat(Rat)	ENSCAFG00000019605_Dog(Dog)	ENSOARG00000004058_Sheep(Sheep)
ENSFCAG00000000662_Cat(Cat)	ENSG00000041988_Human(Human)	ENSSSCG00000036876_Pig(Pig)	ENSOCUG00000008846_Rabbit(Rabbit)	ENSRNOG00000026840_Rat(Rat)	ENSCAFG00000019625_Dog(Dog)	ENSOARG00000011230_Sheep(Sheep)
ENSFCAG00000005739_Cat(Cat)	ENSG00000160349_Human(Human)	ENSSSCG00000035964_Pig(Pig)	ENSOCUG00000026763_Rabbit(Rabbit)	ENSRNOG00000033020_Rat(Rat)	ENSCAFG00000019756_Dog(Dog)	ENSOARG00000001831_Sheep(Sheep)
ENSFCAG00000015256_Cat(Cat)	ENSG00000179902_Human(Human)	ENSSSCG00000033292_Pig(Pig)	ENSOCUG00000008589_Rabbit(Rabbit)	ENSRNOG00000020307_Rat(Rat)	ENSCAFG00000019853_Dog(Dog)	ENSOARG00000019077_Sheep(Sheep)
ENSFCAG00000030210_Cat(Cat)	ENSG00000153789_Human(Human)	ENSSSCG00000002668_Pig(Pig)	ENSOCUG00000022584_Rabbit(Rabbit)	ENSRNOG00000021714_Rat(Rat)	ENSCAFG00000019934_Dog(Dog)	ENSOARG00000011257_Sheep(Sheep)
ENSFCAG00000004104_Cat(Cat)	ENSG00000103111_Human(Human)	ENSSSCG00000002701_Pig(Pig)	ENSOCUG00000024409_Rabbit(Rabbit)	ENSRNOG00000011552_Rat(Rat)	ENSCAFG00000020042_Dog(Dog)	ENSOARG00000007309_Sheep(Sheep)
ENSFCAG00000001492_Cat(Cat)	ENSG00000167103_Human(Human)	ENSSSCG00000005629_Pig(Pig)	ENSOCUG00000026071_Rabbit(Rabbit)	ENSRNOG00000048676_Rat(Rat)	ENSCAFG00000020098_Dog(Dog)	ENSOARG00000011211_Sheep(Sheep)
ENSFCAG00000028376_Cat(Cat)	ENSG00000157368_Human(Human)	ENSSSCG00000040629_Pig(Pig)	ENSOCUG00000022125_Rabbit(Rabbit)	ENSRNOG00000017602_Rat(Rat)	ENSCAFG00000020152_Dog(Dog)	ENSOARG00000004764_Sheep(Sheep)
ENSFCAG00000009280_Cat(Cat)	ENSG00000102977_Human(Human)	ENSSSCG00000029590_Pig(Pig)	ENSOCUG00000009011_Rabbit(Rabbit)	ENSRNOG00000038973_Rat(Rat)	ENSCAFG00000020352_Dog(Dog)	ENSOARG00000003098_Sheep(Sheep)
ENSFCAG00000012774_Cat(Cat)	ENSG00000166589_Human(Human)	ENSSSCG00000022721_Pig(Pig)	ENSOCUG00000000580_Rabbit(Rabbit)	ENSRNOG00000012222_Rat(Rat)	ENSCAFG00000020397_Dog(Dog)	ENSOARG00000002412_Sheep(Sheep)
ENSFCAG00000030157_Cat(Cat)	ENSG00000162620_Human(Human)	ENSSSCG00000003784_Pig(Pig)	ENSOCUG00000027876_Rabbit(Rabbit)	ENSRNOG00000009555_Rat(Rat)	ENSCAFG00000020410_Dog(Dog)	ENSOARG00000012214_Sheep(Sheep)
ENSFCAG00000046508_Cat(Cat)	ENSG00000198888_Human(Human)	ENSSSCG00000018065_Pig(Pig)	ENSOCUG00000029086_Rabbit(Rabbit)	ENSRNOG00000030644_Rat(Rat)	ENSCAFG00000022713_Dog(Dog)	ENSOARG00000000006_Sheep(Sheep)
ENSFCAG00000024283_Cat(Cat)	ENSG00000203952_Human(Human)	ENSSSCG00000031011_Pig(Pig)	ENSOCUG00000016626_Rabbit(Rabbit)	ENSRNOG00000046484_Rat(Rat)	ENSCAFG00000023095_Dog(Dog)	ENSOARG00000012153_Sheep(Sheep)
ENSFCAG00000042956_Cat(Cat)	ENSG00000172738_Human(Human)	ENSSSCG00000001576_Pig(Pig)	ENSOCUG00000025067_Rabbit(Rabbit)	ENSRNOG00000046758_Rat(Rat)	ENSCAFG00000023122_Dog(Dog)	ENSOARG00000014397_Sheep(Sheep)
ENSFCAG00000019369_Cat(Cat)	ENSG00000178796_Human(Human)	ENSSSCG00000040872_Pig(Pig)	ENSOCUG00000021414_Rabbit(Rabbit)	ENSRNOG00000037310_Rat(Rat)	ENSCAFG00000023264_Dog(Dog)	ENSOARG00000021036_Sheep(Sheep)
ENSFCAG00000005400_Cat(Cat)	ENSG00000165972_Human(Human)	ENSSSCG00000000894_Pig(Pig)	ENSOCUG00000010931_Rabbit(Rabbit)	ENSRNOG00000021892_Rat(Rat)	ENSCAFG00000023384_Dog(Dog)	ENSOARG00000011952_Sheep(Sheep)
ENSFCAG00000001482_Cat(Cat)	ENSG00000160401_Human(Human)	ENSSSCG00000005618_Pig(Pig)	ENSOCUG00000006888_Rabbit(Rabbit)	ENSRNOG00000039315_Rat(Rat)	ENSCAFG00000023434_Dog(Dog)	ENSOARG00000011747_Sheep(Sheep)
ENSFCAG00000031532_Cat(Cat)	ENSG00000249751_Human(Human)	ENSSSCG00000014351_Pig(Pig)	ENSOCUG00000023976_Rabbit(Rabbit)	ENSRNOG00000039593_Rat(Rat)	ENSCAFG00000023602_Dog(Dog)	ENSOARG00000017251_Sheep(Sheep)
ENSFCAG00000018428_Cat(Cat)	ENSG00000168000_Human(Human)	ENSSSCG00000020823_Pig(Pig)	ENSOCUG00000026008_Rabbit(Rabbit)	ENSRNOG00000052393_Rat(Rat)	ENSCAFG00000023629_Dog(Dog)	ENSOARG00000016572_Sheep(Sheep)
ENSFCAG00000046581_Cat(Cat)	ENSG00000169575_Human(Human)	ENSSSCG00000022467_Pig(Pig)	ENSOCUG00000021235_Rabbit(Rabbit)	ENSRNOG00000001839_Rat(Rat)	ENSCAFG00000024382_Dog(Dog)	ENSOARG00000015034_Sheep(Sheep)
ENSFCAG00000024422_Cat(Cat)	ENSG00000232125_Human(Human)	ENSSSCG00000035158_Pig(Pig)	ENSOCUG00000021490_Rabbit(Rabbit)	ENSRNOG00000042181_Rat(Rat)	ENSCAFG00000024719_Dog(Dog)	ENSOARG00000018743_Sheep(Sheep)
ENSFCAG00000007875_Cat(Cat)	ENSG00000196352_Human(Human)	ENSSSCG00000015664_Pig(Pig)	ENSOCUG00000023887_Rabbit(Rabbit)	ENSRNOG00000003927_Rat(Rat)	ENSCAFG00000024748_Dog(Dog)	ENSOARG00000007971_Sheep(Sheep)
ENSFCAG00000007725_Cat(Cat)	ENSG00000185000_Human(Human)	ENSSSCG00000005918_Pig(Pig)	ENSOCUG00000012931_Rabbit(Rabbit)	ENSRNOG00000028711_Rat(Rat)	ENSCAFG00000024926_Dog(Dog)	ENSOARG00000014070_Sheep(Sheep)
ENSFCAG00000023765_Cat(Cat)	ENSG00000197532_Human(Human)	ENSSSCG00000026371_Pig(Pig)	ENSOCUG00000026163_Rabbit(Rabbit)	ENSRNOG00000022063_Rat(Rat)	ENSCAFG00000024931_Dog(Dog)	ENSOARG00000007046_Sheep(Sheep)
ENSFCAG00000013272_Cat(Cat)	ENSG00000172757_Human(Human)	ENSSSCG00000012974_Pig(Pig)	ENSOCUG00000025604_Rabbit(Rabbit)	ENSRNOG00000020660_Rat(Rat)	ENSCAFG00000024955_Dog(Dog)	ENSOARG00000018107_Sheep(Sheep)
ENSFCAG00000028739_Cat(Cat)	ENSG00000176925_Human(Human)	ENSSSCG00000014758_Pig(Pig)	ENSOCUG00000003989_Rabbit(Rabbit)	ENSRNOG00000015424_Rat(Rat)	ENSCAFG00000025104_Dog(Dog)	ENSOARG00000006505_Sheep(Sheep)
ENSFCAG00000026295_Cat(Cat)	ENSG00000254470_Human(Human)	ENSSSCG00000012978_Pig(Pig)	ENSOCUG00000029210_Rabbit(Rabbit)	ENSRNOG00000026114_Rat(Rat)	ENSCAFG00000025135_Dog(Dog)	ENSOARG00000017827_Sheep(Sheep)
ENSFCAG00000004314_Cat(Cat)	ENSG00000165682_Human(Human)	ENSSSCG00000000650_Pig(Pig)	ENSOCUG00000007386_Rabbit(Rabbit)	ENSRNOG00000057335_Rat(Rat)	ENSCAFG00000025296_Dog(Dog)	ENSOARG00000021020_Sheep(Sheep)
ENSFCAG00000027156_Cat(Cat)	ENSG00000119986_Human(Human)	ENSSSCG00000036824_Pig(Pig)	ENSOCUG00000007821_Rabbit(Rabbit)	ENSRNOG00000014828_Rat(Rat)	ENSCAFG00000025349_Dog(Dog)	ENSOARG00000011185_Sheep(Sheep)
ENSFCAG00000005729_Cat(Cat)	ENSG00000164002_Human(Human)	ENSSSCG00000003980_Pig(Pig)	ENSOCUG00000016005_Rabbit(Rabbit)	ENSRNOG00000037432_Rat(Rat)	ENSCAFG00000025374_Dog(Dog)	ENSOARG00000020265_Sheep(Sheep)
ENSFCAG00000004124_Cat(Cat)	ENSG00000114547_Human(Human)	ENSSSCG00000028717_Pig(Pig)	ENSOCUG00000014961_Rabbit(Rabbit)	ENSRNOG00000002187_Rat(Rat)	ENSCAFG00000028478_Dog(Dog)	ENSOARG00000020208_Sheep(Sheep)
ENSFCAG00000034268_Cat(Cat)	ENSG00000162241_Human(Human)	ENSSSCG00000012993_Pig(Pig)	ENSOCUG00000027283_Rabbit(Rabbit)	ENSRNOG00000030616_Rat(Rat)	ENSCAFG00000028559_Dog(Dog)	ENSOARG00000014538_Sheep(Sheep)
ENSFCAG00000029958_Cat(Cat)	ENSG00000161958_Human(Human)	ENSSSCG00000034757_Pig(Pig)	ENSOCUG00000004215_Rabbit(Rabbit)	ENSRNOG00000014882_Rat(Rat)	ENSCAFG00000028562_Dog(Dog)	ENSOARG00000013404_Sheep(Sheep)
ENSFCAG00000038054_Cat(Cat)	ENSG00000213465_Human(Human)	ENSSSCG00000034387_Pig(Pig)	ENSOCUG00000023477_Rabbit(Rabbit)	ENSRNOG00000021010_Rat(Rat)	ENSCAFG00000028760_Dog(Dog)	ENSOARG00000011395_Sheep(Sheep)
ENSFCAG00000003922_Cat(Cat)	ENSG00000162729_Human(Human)	ENSSSCG00000006392_Pig(Pig)	ENSOCUG00000023058_Rabbit(Rabbit)	ENSRNOG00000007604_Rat(Rat)	ENSCAFG00000028933_Dog(Dog)	ENSOARG00000008205_Sheep(Sheep)
